,title,coref_IDs,common_aliases,gender,race / ethnicity,num_mentions,dialogue,burstiness
622,bronx masquerade - grimes,74_0,['Tanisha'],F,Black,154,14,0.6308134599827806
345,broken for you - kallos,225,"['Margaret Hughes', 'Margaret']",F,White,3622,803,0.7861833710457918
346,broken for you - kallos,233,['Wanda'],F,White,3476,602,0.7489668825163862
347,broken for you - kallos,286,['Troy'],M,White (unmarked),676,178,0.7265761341033005
1304,brief wondrous life of oscar wao - diaz,456,"['OSCAR', 'Oscar', 'Oscar Wao']",M,Latino/a/x,2160,0,0.8285313682506357
1305,brief wondrous life of oscar wao - diaz,525,['Beli'],F,Latino/a/x,1043,0,0.8466103675848246
1306,brief wondrous life of oscar wao - diaz,480,['Abelard'],M,Latino/a/x,599,0,0.8171883190911235
1307,brief wondrous life of oscar wao - diaz,500,['La Inca'],F,Latino/a/x,532,0,0.6972097058322589
923,brideshead revisited - waugh,0_378,"['Charles', 'Charles Ryder']",M,White (unmarked),3526,510,0.3649262384982939
924,brideshead revisited - waugh,391,"['Lord Sebastian', 'Sebastian', 'Sebastian Flyte']",M,White,1579,259,0.6946711706785602
925,brideshead revisited - waugh,466,"['Lady Julia', 'Julia']",F,White,1135,294,0.6475492644139806
926,brideshead revisited - waugh,444,"['Rex Mottram', 'Rex']",M,White,627,157,0.7090123416899196
143,breath eyes memory - danticat,0_55,['Sophie'],F,Black,3024,435,0.2695636361753032
144,breath eyes memory - danticat,116_56,"['my mother', 'My mother', 'Martine']",F,Black,1223,306,0.6209547560513935
145,breath eyes memory - danticat,52,"['Atie', 'Tante Atie']",F,Black,1006,211,0.6877363307966023
146,breath eyes memory - danticat,122,"['my grandmother', 'My grandmother']",F,Black,562,204,0.6823635567634097
147,breath eyes memory - danticat,75,['Joseph'],M,Black,322,112,0.6007174706421325
148,breath eyes memory - danticat,82,['Brigitte'],F,Black,304,27,0.47503911530476595
1567,breakfast of champions - vonnegut,278,"['Dwayne', 'Dwayne Hoover']",M,White,1222,138,0.5737675121585684
1568,breakfast of champions - vonnegut,277,"['Kilgore', 'Kilgore Trout', 'Trout']",M,White,1128,168,0.6169155306328433
1569,breakfast of champions - vonnegut,0,"['Kurt', 'Kurt Vonnegut']",M,White (unmarked),504,39,0.647864929
99,brave new world - huxley,199,"['Bernard Marx', 'Bernard']",M,White (unmarked),1079,249,0.7073599642312968
100,brave new world - huxley,189,['Lenina'],F,White (unmarked),919,321,0.7833053658434689
101,brave new world - huxley,240,"['Mr. Savage', 'The Savage', 'the Savage']",M,White,551,207,0.3600107020905058
102,brave new world - huxley,198,['Linda'],F,White,391,59,0.7871308147210563
103,brave new world - huxley,259,"['The Director', 'the Director']",M,White (unmarked),272,138,0.7343812842641099
1340,born a crime - noah,0_202,"['Trevor', 'Trevor Noah']",M,"Black, White",4833,284,0.38330864798997083
1341,born a crime - noah,296_330,"['my mom', 'my mother', 'My mom', 'My mother']",F,Black,1385,246,0.6343055455799629
1342,born a crime - noah,235,['Abel'],M,Black,614,79,0.7713010733104492
647,book thief - zusak,137,"['Liesel', 'Liesel Meminger']",F,White,3773,473,0.541952308
646,book thief - zusak,144_151,"['Hubermann', 'Hans Junior', 'my papa', 'her papa', 'Hans', 'Hans Hubermann', 'Papa']",M,White,1745,379,0.671164425
648,book thief - zusak,168,"['RUDY STEINER', 'Rudy Steiner', 'Rudy']",M,White,1554,380,0.6473895586177677
649,book thief - zusak,145,"['MAX VANDENBURG', 'Max', 'Max Vandenburg']",M,White,1191,121,0.7945132737783032
650,book thief - zusak,0,['Death'],M,Non-human,881,10,0.5385841024549891
1465,book of unknown americans - henriquez,180_0,['Mayor'],M,Latino/a/x,3205,250,0.7499917858975685
1460,book of unknown americans - henriquez,0_172,"['Alma', 'Alma Rivera']",F,Latino/a/x,2112,373,0.7899086644834834
1461,book of unknown americans - henriquez,173,['Maribel'],F,Latino/a/x,1583,217,0.6609340219011588
1462,book of unknown americans - henriquez,174,"['Alma', 'Arturo']",M,Latino/a/x,1037,339,0.717181225
1463,book of unknown americans - henriquez,341,"['my dad', 'My dad']",M,Latino/a/x,722,221,0.7265170692765686
1464,book of unknown americans - henriquez,332,"['my mom', 'My mom']",F,Latino/a/x,721,254,0.7202563482063145
124,bonesetter s daughter - tan,144,['Ruth'],F,Asian,4370,501,0.9226460538817586
123,bonesetter s daughter - tan,0_136_141,"['her mother', 'Her mother', 'LuLing', 'Mother']",F,Asian,4179,618,0.423066578
125,bonesetter s daughter - tan,139,['Precious Auntie'],F,Asian,916,35,0.695203174
126,bonesetter s daughter - tan,142,['GaoLing'],F,Asian,624,150,0.6370532020022923
538,bone a novel - ng,0_211,['Leila'],F,Asian,2561,235,0.2749038077530711
539,bone a novel - ng,247,"['Manager Lee', 'LEON', 'Leong', 'Leon']",M,Asian,1564,161,0.504846167
540,bone a novel - ng,212,['Mah'],F,Asian,1064,111,0.4381856952102636
541,bone a novel - ng,221,"['MASON', 'Mason']",M,Asian,663,111,0.608534767
542,bone a novel - ng,213,['Ona'],F,Asian,535,9,0.5438170761101682
543,bone a novel - ng,214,['Nina'],F,Asian,513,80,0.5861682009747217
1224,body - king,0_225,"['Gordon', 'Gordon LaChance']",M,White,1771,158,0.42257571834157087
1225,body - king,198,"['Chris Chambers', 'Chris']",M,White,980,297,0.6623953264506874
1226,body - king,197,"['Teddy Duchamp', 'Eddie', 'Teddy']",M,White,711,166,0.5673903377637592
1227,body - king,202,"['Vern Tessio', 'Vern']",M,White,507,132,0.5944450123742623
1228,body - king,228,['Chico'],M,White,294,68,0.2265222986638028
353,bodega dreams - quinonez,0_240,['Julio'],M,Latino/a/x,3353,540,0.35704655948599306
354,bodega dreams - quinonez,242,"['Freddy', 'Willie', 'Bodega', 'Willie Bodega']",M,Latino/a/x,1318,209,0.5898138798422443
355,bodega dreams - quinonez,253,['Blanca'],F,Latino/a/x,1159,250,0.6508678458902342
356,bodega dreams - quinonez,238,['Sapo'],M,Latino/a/x,1023,223,0.6546036361563967
357,bodega dreams - quinonez,272,"['Nazario', 'Edwin']",M,Latino/a/x,691,181,0.70295075
358,bodega dreams - quinonez,260,['Vera'],F,Latino/a/x,508,47,0.6557743496619002
803,bluest eye - morrison,66,['Cholly'],M,Black,795,75,0.7620757085433565
802,bluest eye - morrison,0_69,['Claudia'],F,Black,781,74,0.7585293627353216
804,bluest eye - morrison,65,['Pecola'],F,Black,455,66,0.7142583329365769
805,bluest eye - morrison,114,['Pauline'],F,Black,383,4,0.8406654654208554
806,bluest eye - morrison,67,['Frieda'],F,Black,242,141,0.7557962859911936
1315,blind assassin - atwood,0_327,"['Iris Chase Griffen', 'Iris']",F,White (unmarked),6034,463,0.4645425957155166
1316,blind assassin - atwood,313,"['Laura Chase', 'Laura', 'Chase', 'Miss Laura Chase', 'Miss Chase']",F,White (unmarked),2493,324,0.6714505986499283
1318,blind assassin - atwood,314,"['Richard Griffen', 'Richard', 'Mr. Griffen']",M,White (unmarked),1149,107,0.7276280012120985
1317,blind assassin - atwood,317,['Reenie'],F,White (unmarked),863,144,0.6590308691792887
1319,blind assassin - atwood,319,['Winifred'],F,White (unmarked),766,142,0.7395182091773445
205,bless me ultima - anaya,0_115_97,"['Antonio', 'Tony', 'Antonio Márez y Luna']",M,"Latino/a/x, Native/Indigenous",4961,449,0.27977974062435385
207,bless me ultima - anaya,87,['Ultima'],F,"Latino/a/x, Native/Indigenous",1009,245,0.553958502
206,bless me ultima - anaya,187,"['My father', 'my father']",M,"Latino/a/x, Native/Indigenous",751,217,0.6077735681008941
208,bless me ultima - anaya,198,"['my mother', 'My mother']",F,"Latino/a/x, Native/Indigenous",716,266,0.5751986533886279
209,bless me ultima - anaya,133,['Tenorio'],M,Latino/a/x,487,56,0.6899363484637411
1587,bleak house - dickens,0_251,"['Esther', 'Esther Summerson']",F,White (unmarked),8286,686,0.8042249740863112
1588,bleak house - dickens,254,"['Mr. Carstone', 'Mr. Richard Carstone', 'Richard', 'Mr. Richard', 'cousin Richard']",M,White (unmarked),2336,369,0.8104219963996716
1589,bleak house - dickens,407,"['Mr. Bucket', 'Bucket']",M,White (unmarked),1693,463,0.893970955
122,black boy - wright,0_103_141,"['Richard Wright', 'Richard']",M,Black,11465,1076,0.29725981333942897
1030,bird of paradise how i became a latina - cepeda,0_503,"['Raquel Cepeda', 'Raquel']",F,Latino/a/x,4588,479,0.48214941912228054
1031,bird of paradise how i became a latina - cepeda,459,['Rocio'],F,Latino/a/x,748,80,0.7263062409563142
1032,bird of paradise how i became a latina - cepeda,458,['Dad'],M,Latino/a/x,672,112,0.7645375345910062
1033,bird of paradise how i became a latina - cepeda,485,"['Fat Maria', 'Maria', 'Marie']",F,Latino/a/x,511,110,0.7323950249824499
1546,billy budd - melville,0,['narrator'],M,White (unmarked),1491,207,0.67106117
1547,billy budd - melville,294,"['the generous Captain Amasa Delano', 'Captain Delano', 'Amasa Delano', 'Captain Amasa Delano']",M,White (unmarked),655,89,0.5494665585105838
1548,billy budd - melville,282,['Bartleby'],M,White (unmarked),540,37,0.5783597588662321
1549,billy budd - melville,349,"['Billy', 'Budd', 'Billy Budd']",M,White (unmarked),486,20,0.5330082229716827
1550,billy budd - melville,296,"['Don Benito', 'Benito Cereno']",M,White (unmarked),413,26,0.830261028
1095,between the world and me - coates,0,"['Ta-Nehisi', 'Ta-Nehisi Coates']",M,Black,1745,36,0.2847646807413382
1096,between the world and me - coates,199,['Dr. Jones'],F,Black,149,18,0.5440405075677859
310,bend in the river - naipaul,0_167_7933,['Salim'],M,Asian,3573,158,0.39353172423952015
311,bend in the river - naipaul,182,['Ferdinand'],M,Black,732,53,0.7934091304590809
312,bend in the river - naipaul,174,['Indar'],M,Asian,655,70,0.820070652
313,bend in the river - naipaul,195,['Yvette'],F,White,562,49,0.7094014217846726
314,bend in the river - naipaul,169,['Metty'],M,"Black, Asian",518,58,0.7164245671907877
315,bend in the river - naipaul,196,['Raymond'],M,White,470,36,0.7483527829520537
1355,beloved - morrison,105,['Sethe'],F,Black,2843,331,0.6756651101975962
1356,beloved - morrison,112,"['Paul', 'Garner', 'Paul D']",M,Black,1491,229,0.6654539926304307
1357,beloved - morrison,106,['Denver'],F,Black,1081,147,0.6968082455691978
1358,beloved - morrison,142,['Beloved'],F,Black,747,101,0.7332756916564698
1359,beloved - morrison,147,"['Stamp', 'Stamp Paid']",M,Black,523,196,0.7681620156432973
1360,beloved - morrison,107,"['Baby', 'Baby Suggs']",F,Black,481,63,0.49771101149469366
737,bell jar - plath,0_123,"['Esther', 'Esther Greenwood']",F,White,5023,387,0.074154144
738,bell jar - plath,112,"['Buddy Willard', 'Buddy', 'Will']",M,White,551,121,0.7211813222673737
739,bell jar - plath,140,"['Jody', 'Joan']",F,White,324,78,0.7379658777814558
251,before we were free - alvarez,0_76,['Anita'],F,Latino/a/x,2447,114,0.23195522027944407
252,before we were free - alvarez,84,['Mami'],F,Latino/a/x,734,163,0.4056179773781926
253,before we were free - alvarez,74,['Papi'],M,Latino/a/x,354,52,0.39269905240692765
254,before we were free - alvarez,89,['Lucinda'],F,Latino/a/x,322,66,0.4834054486501814
255,before we were free - alvarez,91,['Chucha'],F,Black,302,41,0.5096923186366786
1558,awakening - chopin,68_71,"['Mrs. Pontellier', 'Edna']",F,White,2665,242,0.35599786083342283
1559,awakening - chopin,69,['Robert'],M,White (unmarked),856,117,0.6942547417623486
1560,awakening - chopin,65,"['Pontellier', 'Mr. Pontellier']",M,White,351,38,0.6906374034527415
1584,autobiography of malcolm x - haley,0_765,"['Malcolm X', 'Malcolm', 'Malcolm X.']",M,Black,10303,653,0.37267939404601746
1585,autobiography of malcolm x - haley,732,"['Mr. Muhammad', 'Elijah Muhammad', 'Muhammad', 'The Honorable Elijah Muhammad', 'Elijah', 'Mr. Elijah Muhammad']",M,Black,907,97,0.5263156321041099
447,autobiography of an ex colored man - johnson,0,['narrator'],M,"Black, White",3150,87,0.4259772936615483
448,autobiography of an ex colored man - johnson,173,"['my mother', 'My mother']",F,Black,228,11,0.7690151575126388
1006,atonement - mcewan,0_165,"['Tallis', 'Briony']",F,White,2991,107,0.6865288896464264
1007,atonement - mcewan,171,['Cecilia'],F,White,1572,118,0.7525957758744628
1008,atonement - mcewan,183,"['Robbie Turner', 'Robbie']",M,White,1303,98,0.8080262331449419
1009,atonement - mcewan,172,['Lola'],F,White,783,66,0.790779965
1010,atonement - mcewan,205,"['Turner', 'Grace Turner', 'Grace']",F,White,768,43,0.8386556071896122
1161,asking for it - o'neill,0_75,"['Emmie', 'Em', 'Emma', 'Emma O’Donovan']",F,White,5857,578,0.2355123186929658
1162,asking for it - o'neill,163,"['my mother', 'My mother']",F,White,761,310,0.695606046
1163,asking for it - o'neill,110,['Bryan'],M,White (unmarked),549,141,0.6576371159640402
1164,asking for it - o'neill,79,"['Ali', 'Beth']",F,White,520,141,0.6113429019185819
1165,asking for it - o'neill,83,['Maggie'],F,White (unmarked),446,128,0.6361678261057753
1296,as i lay dying - faulkner,0_44_49,"['Anse', 'Pa', 'pa', 'Anse Bundren']",M,White,982,253,0.5186395611057014
1299,as i lay dying - faulkner,33_0,['Jewel'],M,White,858,129,0.6061310970897074
1300,as i lay dying - faulkner,35_0,['Cash'],M,White,798,164,0.5199951983787344
1297,as i lay dying - faulkner,0_43_72,"['Darl', 'Dari']",M,White,572,177,0.5304625873505519
1298,as i lay dying - faulkner,0_34_45,"['Mr Tull', 'Vernon']",M,White (unmarked),509,160,0.5596047317797815
1301,as i lay dying - faulkner,41_0,['Dewey Dell'],F,White,507,81,0.5477949080493159
1303,as i lay dying - faulkner,52_0,"['Vardaman', 'VARDAMAN']",M,White,375,76,0.6054010901767319
1302,as i lay dying - faulkner,38_0,['Cora'],F,White (unmarked),268,69,0.7271585767847464
1237,aristotle and dante discover the secrets of the universe - saenz,0_69,"['Aristotle Mendoza', 'Aristotle']",M,Latino/a/x,6603,1178,0.1850951904040069
1239,aristotle and dante discover the secrets of the universe - saenz,72,"['DANTE', 'Dante', 'Dante Quintana']",M,Latino/a/x,2212,727,0.5411186346295856
1238,aristotle and dante discover the secrets of the universe - saenz,140_145,"['MY MOM', 'my mom', 'My mom', 'My mother', 'my mother']",F,Latino/a/x,994,417,0.5033567260211047
221,another country - baldwin,148,"['Eric', 'Richard', 'Eric Jones']",M,White,3969,706,0.7286470477375401
222,another country - baldwin,139,['Vivaldo'],M,White,3555,730,0.7514503201369712
223,another country - baldwin,138,['Rufus'],M,Black,2299,331,0.7983791832667438
224,another country - baldwin,140,"['Ida', 'Miss Scott']",F,Black,2211,462,0.8035791152904835
225,another country - baldwin,147,['Cass'],F,White,1737,437,0.7283946770024052
136,anna karenina - tolstoy,144,"['Anna Pavlovna', 'Anna', 'Anna Arkadyevna']",F,White (unmarked),5319,736,0.813094493
137,anna karenina - tolstoy,158,"['Nikolay', 'Levin', 'Nikolay Levin', 'Konstantin Levin']",M,White (unmarked),4827,824,0.8111888685569434
138,anna karenina - tolstoy,178,"['Vronsky', 'Alexey Vronsky', 'Count Vronsky']",M,White (unmarked),3651,416,0.7789221767135931
139,anna karenina - tolstoy,159,"['Konstantin Dmitrievitch', 'Konstantin']",M,White (unmarked),3595,269,0.8668821169763626
140,anna karenina - tolstoy,155,"['Alexey Alexandrovitch', 'Karenin', 'Alexey']",M,White (unmarked),3194,345,0.8309910663559363
141,anna karenina - tolstoy,162,"['Kitty', 'Kitty Shtcherbatskaya']",F,White (unmarked),2947,401,0.773968323
142,anna karenina - tolstoy,140,['Stepan Arkadyevitch'],M,White (unmarked),2021,525,0.8018728380724266
1108,animal farm - orwell,33,"['Napoleon', 'Comrade Napoleon']",M,White,353,39,0.43775124967723245
1109,animal farm - orwell,24,['Boxer'],M,White,256,24,0.5290990704215264
1110,animal farm - orwell,32,['Snowball'],M,White,238,22,0.4471231128722736
1111,animal farm - orwell,34,['Squealer'],M,White,124,32,0.43009063289523425
1112,animal farm - orwell,19,"['Jones', 'Mr Jones']",M,White,118,2,0.31072464622663143
1113,animal farm - orwell,139,['the men'],M,White,102,0,0.750610202
1114,animal farm - orwell,25,['Clover'],M,White,90,15,0.36791511682821404
418,angle of repose - stegner,0,"['Robert Jordan', 'Robert']",M,White (unmarked),3978,279,0.6929510741020634
419,angle of repose - stegner,445,"['Susan Burling', 'Susan', 'Susan Ward', 'Sue', 'the Susan', 'Susie', 'Susan Burling Ward', 'the Susan Canal']",F,White (unmarked),3438,578,0.6503775078948015
420,angle of repose - stegner,468,"['Oliver Ward', 'Ollie', 'Oliver', 'Mrs. Ward']",M,White (unmarked),1576,414,0.40873189192691334
421,angle of repose - stegner,426,"['my grandmother', 'Grandmother']",F,White (unmarked),954,31,0.6380295242264075
1253,americanah - adichie,364,"['ifemelu', 'Ifemelu']",F,Black,5204,713,0.7109184174607588
1254,americanah - adichie,368,"['obinze', 'Obinze']",M,Black,2598,337,0.8133751084922656
1255,americanah - adichie,366,"['Aunty Uju', 'Uju', 'Aunty']",F,Black,1014,194,0.7428676298524934
1166,american tragedy - dreiser,428,"['Clyde', 'Griffiths', 'Mr. Clyde Griffiths', 'Clyde Griffiths', 'Mr. Griffiths', 'the Griffiths']",M,White (unmarked),14825,1283,0.5492278346305391
1167,american tragedy - dreiser,531,"['Bobbie', 'Miss Alden', 'Roberta', 'Roberta Alden', 'Alden']",F,White (unmarked),4491,228,0.6055817320725274
1257,american pastoral - roth,590,"['Swede', 'the Swede', 'Swede Levov', 'The Swede', 'Levov']",M,White,1627,209,0.5679336290427818
1258,american pastoral - roth,610,"['Dawn', 'Dwyer', 'Lady Dawn', 'Dawn Dwyer']",F,White,1575,152,0.7391181083706679
1259,american pastoral - roth,665,"['Meredith', 'Merry Levov', 'Merry']",F,White,1381,98,0.5869041668896157
1256,american pastoral - roth,0_612,"['Nathan', 'Nathan Zuckerman']",M,White,1120,77,0.6776887910973184
1260,american pastoral - roth,596,"['Jerry', 'Jerry Levov']",M,White,718,118,0.795847109
1435,american - james,126,"['Newman', 'Christopher Newman', 'Mr. Newman']",M,White,7810,1524,0.3543348970083517
1436,american - james,138,['Madame de Cintré'],F,White,1428,246,0.6698088388590695
1437,american - james,145,"['Valentin', 'Bellegarde', 'the Count Valentin', 'Valentin de Bellegarde']",M,White,1207,304,0.7496167838141184
1438,american - james,171,['Mrs. Bread'],F,White (unmarked),951,153,0.813093858
1439,american - james,149,"['Bellegarde', 'M. de Bellegarde']",M,White,818,189,0.6643048397436825
458,always running - rodriguez,0_424,"['Luis Rodriguez', 'Luis']",M,Latino/a/x,3332,212,0.37204032012967153
414,all the pretty horses - mccarthy,219,"['John Grady', 'John Grady Cole']",M,White,1784,33,0.6199305470169789
415,all the pretty horses - mccarthy,221,['Rawlins'],M,White (unmarked),1401,43,0.6991003366344387
416,all the pretty horses - mccarthy,2836,"['The captain', 'the captain']",M,Latino/a/x,600,4,0.8744914568694115
417,all the pretty horses - mccarthy,231,"['Jimmy Blevins', 'Blevins']",M,White (unmarked),497,17,0.7366263672874948
830,all the light we cannot see - doerr,328,"['Marie - Laure', 'Laure', 'Marie']",F,White,2171,191,0.5996513932312132
831,all the light we cannot see - doerr,330,"['Werner', 'Pfennig']",M,White,2067,169,0.5965514908447823
832,all the light we cannot see - doerr,397,"['Uncle Etienne', 'Etienne']",M,White (unmarked),586,156,0.642012193
833,all the light we cannot see - doerr,339,['Jutta'],F,White,494,61,0.5645212989607974
834,all the light we cannot see - doerr,336,"['Volkheimer', 'Frank Volkheimer', 'Francis']",M,White,471,69,0.6530258435413171
515,all the king s men - warren,0_247,"['Jack Burden', 'Jack']",M,White (unmarked),7983,1354,0.5495502664304273
516,all the king s men - warren,228_440,"['the Boss', 'The Boss', 'Willie', 'Cousin Willie', 'Willie Stark']",M,White,3529,755,0.7938431177968603
517,all the king s men - warren,260,"['Stanton', 'Anne', 'Anne Stanton']",F,White (unmarked),1348,166,0.7837226652199664
518,all the king s men - warren,234,"['Adam Stanton', 'Adam']",M,White (unmarked),1084,147,0.7659677119640713
519,all the king s men - warren,223,"['Sadie', 'Sadie Burke']",F,White (unmarked),859,223,0.7773210983048954
157,all souls - macdonald,0,"['Michael', 'Michael Patrick MacDonald']",M,White,2855,122,0.38074503269174237
158,all souls - macdonald,320,['Ma'],F,White,1674,201,0.5278548447705808
159,all souls - macdonald,325,['Kevin'],M,White,560,28,0.5824137354799663
160,all souls - macdonald,343,"['Dave MacDonald', 'Davey']",M,White,529,45,0.6527228332341006
975,all quiet on the western front - remarque,0_107_70,"['Paul Baumer', 'Paul']",M,White,2087,170,0.5150937091393116
976,all quiet on the western front - remarque,49,"['Albert', 'Kropp']",M,White,333,105,0.4906368151976624
977,all quiet on the western front - remarque,57,['Kat'],M,White,311,90,0.5185689478267554
978,all quiet on the western front - remarque,46,['Tjaden'],M,White,227,47,0.533346355
756,all over creation - ozeki,0_261_262,"['Yumi', 'Fuller', 'Yummy', 'Yummy Fuller', 'Yumi Fuller']",F,"Asian, White",3955,741,0.6406199730135513
757,all over creation - ozeki,263,"['Cass Quinn', 'Cass', 'Cassie']",F,White,2359,618,0.7245414721884864
758,all over creation - ozeki,258,"['Lloyd', 'Fuller', 'Lloyd Fuller']",M,White,1954,344,0.6853488666483988
759,all over creation - ozeki,275,"['Elliot Rhodes', 'Rhodes', 'Elliot']",M,White,1652,327,0.818111612
760,all over creation - ozeki,291,"['Frankie', 'Frank Perdue', 'Frank']",M,White (unmarked),1037,183,0.7824187161965837
761,all over creation - ozeki,294,['Geek'],M,White (unmarked),848,459,0.6721920812006211
762,all over creation - ozeki,260,['Momoko'],F,Asian,811,168,0.6486519935337108
1212,all boys aren t blue - johnson,0_144,"['George', 'George M. Johnson']",M,Black,3958,122,0.17839025820232865
1213,all boys aren t blue - johnson,103,['Nanny'],F,Black,267,49,0.6104983316374446
389,all american boys - reynolds,92_0,"['Rashad', 'Butler', 'Rashad Butler']",M,Black,2434,173,0.6745753490385324
390,all american boys - reynolds,111_0,['Quinn'],M,White,2309,222,0.7768121546235454
387,all american boys - reynolds,119,"['Officer Galluzzo', 'Paul Galluzzo', 'Paul', 'Galluzzo']",M,White,438,77,0.5619922808906341
388,all american boys - reynolds,106,['Guzzo'],M,White,423,103,0.6523037277286607
686,alice s adventures in wonderland - carroll,18,"['Alice', 'poor Alice']",F,White (unmarked),1680,436,0.2759493615151995
687,alice s adventures in wonderland - carroll,354,"['The King', 'the King']",M,White (unmarked),148,86,0.6317769035830166
409,alias grace - atwood,0_139,"['Grace', 'Grace Marks']",F,White,7672,93,0.5149552232266669
410,alias grace - atwood,146,"['Dr. Simon Jordan', 'Simon', 'Dr. Jordan']",M,White (unmarked),2643,272,0.7887186212752694
411,alias grace - atwood,144,"['James McDermott', 'Jamie', 'McDermott', 'James']",M,White (unmarked),919,1,0.6808575241354271
412,alias grace - atwood,142,"['Nancy', 'Nancy Montgomery']",F,White (unmarked),840,4,0.745146225
413,alias grace - atwood,147,"['Mary Whitney', 'Mary']",F,White (unmarked),715,3,0.6302399909259092
1189,alchemist - coelho,59,"['The boy', 'the boy', 'Santiago']",M,White,2408,261,0.362261013
1190,alchemist - coelho,41,"['The alchemist', 'the alchemist']",M,MENA,296,140,0.7523363996537845
439,age of innocence - wharton,252_319_363,"['the young man', 'Mr. Archer', 'Newland Archer', 'The young man', 'Archer']",M,White,3489,450,0.36871748632606416
440,age of innocence - wharton,243,['Madame Olenska'],F,White,1060,177,0.6834190253211022
441,age of innocence - wharton,224,"['Mrs. Archer', 'Newland']",F,White,536,99,0.5342254837804453
780,adventures of huckleberry finn - twain,0,"['Huckleberry Finn', 'Huckleberry']",M,White,3815,419,0.4851818088518296
781,adventures of huckleberry finn - twain,143,['Jim'],M,Black,1247,106,0.7177689845355978
782,adventures of huckleberry finn - twain,110,"['Tom', 'Mars Tom', 'Tom Sawyer']",M,White,728,175,0.791388439
783,adventures of huckleberry finn - twain,216,"['The king', 'the king']",M,White,536,73,0.8542225701510943
536,adventures of augie march - bellow,0_644,['Augie'],M,White,10465,719,0.32418744427119944
537,adventures of augie march - bellow,648,['Simon'],M,White,1885,231,0.7733450891301729
1017,adam bede - eliot,129,"['Adam Bede', 'Adam', 'Addy']",M,White,5219,622,0.7473054799479475
1018,adam bede - eliot,165,"['Hetty Sorrel', 'Hetty']",F,White,4202,153,0.8246174167251215
1019,adam bede - eliot,142,"['Dinah Morris', 'Dinah']",F,White,2320,192,0.795223609
1020,adam bede - eliot,190,"['old Mr. Donnithorne', 'Arthur Donnithorne', 'Mr. Donnithorne', 'Arthur']",M,White,2007,212,0.7660266063103786
471,accidental billionaires - mezrich,173,"['Eduardo', 'Eduardo Saverin']",M,White,1730,0,0.6915090222186226
472,accidental billionaires - mezrich,178,"['Mark', 'Mark Zuckerberg', 'Zuckerberg']",M,White,1376,0,0.5418436802711074
473,accidental billionaires - mezrich,212,"['Sean Parker', 'Sean', 'Parker']",M,White,686,0,0.58986988
474,accidental billionaires - mezrich,181,"['Tyler', 'Tyler Winklevoss']",M,White,540,0,0.7279954742786021
1150,absolutely true diary of a part time indian - alexie,0_762_99,"['Arnold Spirit Jr.', 'Arnold']",M,Native/Indigenous,3586,464,0.1837653308366193
1151,absolutely true diary of a part time indian - alexie,82,['Rowdy'],M,Native/Indigenous,681,149,0.6387950615815698
1152,absolutely true diary of a part time indian - alexie,98,['Penelope'],F,White,269,53,0.6702074781804294
1325,absalom absalom - faulkner,116,['Henry'],M,White,1307,42,0.7566522353048352
1326,absalom absalom - faulkner,111,"['Thomas Sutpen', 'Sutpen']",M,White,1054,25,0.5428593628937143
1327,absalom absalom - faulkner,131,"['Bon', 'Charles Bon', 'Charles']",M,"White, Black",830,31,0.7049651728165023
1328,absalom absalom - faulkner,108,['Quentin'],M,White (unmarked),723,21,0.6910551836716092
1329,absalom absalom - faulkner,156,"['Grandfather', 'Your grandfather', 'his grandfather', 'your grandfather']",M,White,555,16,0.7433789514415159
1330,absalom absalom - faulkner,114,['Judith'],F,White,533,12,0.63873548
1361,57 bus - slater,153,['Richard'],M,Black,971,71,0.5958045561959165
1362,57 bus - slater,137,"['Sasha', 'sasha']",agender,White,595,88,0.6620890352552009
1363,57 bus - slater,159,['Jasmine'],F,Black,270,49,0.5979594332272617
1148,12 years a slave - northup,0,"['Solomon', 'Solomon Northrup']",M,Black,2641,69,0.42032619893053813
1149,12 years a slave - northup,465,"['EPPS', 'Epps', 'Edwin Epps', 'Master Epps']",M,White,432,47,0.7914648551949437
